"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","source_file","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","Number.of.Paths","Average.Nodes.Path","SP","LA","AD","TF"
"Set 1 SP_EV444",54.5,109,118.083,7.43,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218,88.254,127.165,9.271,88.254,127.024,0.089,149.187,171.844,3.439,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV445",45.5,91,98.583,6.81,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182,78.163,111.112,7.782,78.163,110.983,0.096,129.683,148.914,58.262,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV446",46,92,99.667,6.41,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184,74.738,108.285,7.984,74.738,108.148,0.094,127.272,146.977,2.748,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV447",46.5,93,100.75,6.53,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,73.442,108.489,8.153,73.442,108.342,0.098,127.868,149.168,2.446,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV448",40,80,86.667,5.89,114.37,91.111,10,114.71,91.008,21.396,119.82,160,64.737,95.251,7.008,64.737,95.127,0.102,111.976,131.986,13.016,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV449",35,70,75.833,5.22,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140,55.255,81.658,6.517,55.255,81.536,0.108,97.197,113.649,1.641,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV450",41.5,83,89.917,5.83,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,63.589,96.937,7.217,63.589,96.813,0.097,114.141,131.253,6.419,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV451",43,86,93.167,6.23,122.95,97.944,10.75,123.31,97.834,23,128.806,172,72.951,102.001,7.284,72.951,101.853,0.117,119.468,138.019,43.648,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV452",34,68,73.667,5.27,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136,56.274,80.87,6.169,56.274,80.742,0.125,95.669,108.51,7.405,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV453",39.5,79,85.583,5.92,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158,62.269,92.166,7.385,62.269,92.033,0.105,109.784,129.219,4.469,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV454",42.5,85,92.083,6.13,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170,66.969,99.159,7.638,66.969,99.011,0.098,117.273,136.092,1.793,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV455",38,76,82.333,5.53,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152,61.552,90.044,6.699,61.552,89.919,0.107,106.039,123.387,36.765,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV456",46.5,93,100.75,6.78,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,77.613,111.055,7.922,77.613,110.911,0.106,129.954,150.888,60.628,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV457",31,62,67.167,4.65,88.64,70.611,7.75,88.9,70.531,16.582,92.86,124,47.877,72.332,5.802,47.877,72.217,0.107,86.114,98.905,1.756,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV458",52,104,112.667,7.17,148.69,118.444,13,149.12,118.311,27.814,155.766,208,83.873,121.321,8.938,83.873,121.185,0.092,142.621,162.255,2.976,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV459",44.5,89,96.417,6.51,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,69.951,104.403,7.993,69.951,104.258,0.101,123.438,142.49,5.901,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV460",47,94,101.833,6.75,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188,73.159,109.687,8.414,73.159,109.555,0.095,129.708,153.494,9.264,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV461",35.5,71,76.917,5.49,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142,57.101,84.378,6.642,57.101,84.24,0.117,100.276,115.628,7.606,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV462",44,88,95.333,6.37,125.81,100.222,11,126.18,100.109,23.535,131.802,176,71.071,102.852,7.908,71.071,102.704,0.101,121.674,141.04,1.769,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV463",37,74,80.167,5.47,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148,63.181,89.503,6.239,63.181,89.415,0.086,104.304,120.913,8.311,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV464",38.5,77,83.417,5.66,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154,61.754,89.942,7,61.754,89.803,0.112,106.652,124.037,4.324,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV465",38,76,82.333,5.39,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152,59.45,88.675,6.711,59.45,88.568,0.095,104.624,122.009,2.83,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV466",48.5,97,105.083,6.61,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194,82.556,115.56,7.924,82.556,115.439,0.088,134.394,153.234,15.338,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV467",41,82,88.833,6.06,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164,65.148,95.665,7.563,65.148,95.529,0.102,113.644,130.56,2.435,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV468",41,82,88.833,6.09,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164,68.538,97.919,7.189,68.538,97.81,0.094,115.021,133.018,6.975,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV469",43,86,93.167,6.2,122.95,97.944,10.75,123.31,97.834,23,128.806,172,69.609,101.037,7.61,69.609,100.903,0.101,119.171,138.304,5.807,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV470",47.5,95,102.917,6.6,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190,77.624,111.231,8.14,77.624,111.086,0.102,130.631,150.898,6.339,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV471",31.5,63,68.25,5.09,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126,51.314,75.322,6.06,51.314,75.191,0.123,89.836,102.783,5.533,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV472",33.5,67,72.583,5.02,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134,52.899,78.484,6.2,52.899,78.359,0.118,93.289,109.593,11.868,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV473",33,66,71.5,5.2,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132,51.107,77.716,6.516,51.107,77.578,0.117,93.275,107.722,2.932,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV474",48,96,104,6.96,137.25,109.333,12,137.65,109.21,25.675,143.784,192,76.414,111.995,8.678,76.414,111.85,0.099,132.689,156.446,2.336,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV475",37.5,75,81.25,5.67,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150,57.302,87.519,7.055,57.302,87.377,0.11,104.347,120.251,2.762,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV476",41.5,83,89.917,5.92,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,67.482,97.011,7.268,67.482,96.858,0.119,114.445,132.775,7.481,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV477",42,84,91,6.06,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168,66.18,98.682,7.404,66.18,98.553,0.101,116.331,133.29,4.229,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV478",38,76,82.333,5.61,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152,57.788,88.685,7.003,57.788,88.563,0.099,105.33,122.675,2.862,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV479",43,86,93.167,6.29,122.95,97.944,10.75,123.31,97.834,23,128.806,172,69.237,100.326,7.857,69.237,100.193,0.103,119.06,137.377,1.687,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV480",37,74,80.167,5.5,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148,58.909,86.354,6.841,58.909,86.229,0.109,102.665,117.32,7.302,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV481",48,96,104,6.58,137.25,109.333,12,137.65,109.21,25.675,143.784,192,75.985,112.005,8.203,75.985,111.876,0.088,131.465,153.82,1.985,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV482",37,74,80.167,5.41,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148,59.638,86.345,6.746,59.638,86.22,0.103,102.418,119.71,1.657,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV483",49.5,99,107.25,6.96,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198,79.281,115.497,8.687,79.281,115.35,0.095,136.158,155.424,2.236,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV484",46.5,93,100.75,6.51,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,74.967,108.503,8.122,74.967,108.364,0.093,127.836,146.114,1.801,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV485",43,86,93.167,5.93,122.95,97.944,10.75,123.31,97.834,23,128.806,172,69.924,100.426,7.339,69.924,100.297,0.099,117.908,137.691,7.588,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV486",39,78,84.5,5.98,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156,66.675,94.984,6.907,66.675,94.854,0.101,111.448,130.461,42.022,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV487",41.5,83,89.917,6.04,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,68.082,97.064,7.415,68.082,96.915,0.113,114.813,131.91,7.902,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV488",36.5,73,79.083,5.53,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146,59.278,87.482,6.581,59.278,87.37,0.094,103.113,117.874,7.224,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV489",35,70,75.833,5.37,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140,53.398,81.673,6.699,53.398,81.547,0.106,97.642,112.723,2.283,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV490",42.5,85,92.083,6.23,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170,65.673,99.168,7.766,65.673,99.023,0.103,117.686,137.56,3.206,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV491",42,84,91,6.17,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168,69.161,99.839,7.518,69.161,99.69,0.109,117.801,136.614,48.484,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV492",42,84,91,6.52,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168,72.769,101.483,7.151,72.769,101.324,0.131,118.762,135.92,6.766,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV493",37,74,80.167,5.44,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148,58.08,86.352,6.786,58.08,86.216,0.108,102.522,118.851,2.366,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV494",44.5,89,96.417,6.19,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,74.069,105.645,7.476,74.069,105.534,0.086,123.362,144.363,10.8,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV495",39.5,79,85.583,5.66,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158,62.891,93.172,6.946,62.891,93.045,0.107,109.756,126.564,6.132,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV496",33,66,71.5,4.99,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132,49.661,77.103,6.169,49.661,76.986,0.115,91.842,105.992,2.813,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV497",47,94,101.833,6.5,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188,74.59,109.682,8.103,74.59,109.552,0.091,128.942,147.419,2.975,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV498",41.5,83,89.917,6.2,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,63.862,96.838,7.733,63.862,96.713,0.099,115.256,135.037,2.966,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV499",38,76,82.333,5.32,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152,61.436,88.666,6.625,61.436,88.559,0.095,104.465,123.179,2.582,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV500",47,94,101.833,6.94,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188,74.232,109.719,8.631,74.232,109.586,0.092,130.253,156.77,5.754,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.5,"Rand","Rand","Rand"
"Set 1 SP_EV501",50,100,108.333,6.86,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,79.823,116.67,8.558,79.823,116.543,0.089,137.008,157.072,2.576,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV502",56.5,113,122.417,7.41,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226,94.759,132.144,9.147,94.759,132.002,0.09,153.911,174.584,13.755,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV503",54,108,117,6.98,154.41,123,13.5,154.86,122.861,28.884,161.757,216,88.84,126.556,8.61,88.84,126.415,0.087,147.018,167.648,4.84,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV504",53,106,114.833,7.01,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,86.391,123.67,8.744,86.391,123.538,0.089,144.42,166.563,1.743,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV505",41.5,83,89.917,5.61,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,65.199,96.964,6.945,65.199,96.845,0.099,113.505,131.375,2.464,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV506",61,122,132.167,7.75,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244,103.563,144.127,9.432,103.563,143.985,0.082,166.511,189.708,6.109,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV507",50,100,108.333,6.55,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,82.878,116.67,8.167,82.878,116.55,0.089,136.101,156.095,1.702,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV508",48,96,104,6.4,137.25,109.333,12,137.65,109.21,25.675,143.784,192,78.086,111.995,7.991,78.086,111.864,0.091,130.992,151.126,3.144,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV509",46.5,93,100.75,6.42,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,73.829,108.511,7.997,73.829,108.377,0.094,127.504,148.768,2.974,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV510",53.5,107,115.917,7.18,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214,85.43,124.95,8.917,85.43,124.81,0.096,146.154,168.173,4.43,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV511",62.5,125,135.417,7.81,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250,106.272,145.821,9.737,106.272,145.687,0.08,168.93,194.32,1.696,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV512",60,120,130,7.47,171.56,136.667,15,172.07,136.512,32.094,179.729,240,101.375,141.844,8.99,101.375,141.727,0.08,163.18,185.086,12.901,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV513",44.5,89,96.417,6.31,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,70.444,103.84,7.874,70.444,103.711,0.098,122.579,141.704,2.173,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV514",45.5,91,98.583,5.89,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182,75.752,106.169,7.346,75.752,106.061,0.084,123.614,142.039,1.62,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV515",49.5,99,107.25,6.63,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198,81.833,115.494,8.271,81.833,115.364,0.092,135.167,154.187,1.493,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV516",55,110,119.167,7.29,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220,90.727,128.339,9.085,90.727,128.202,0.087,149.952,173.333,1.537,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV517",45,90,97.5,6.07,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180,75.014,106.101,7.46,75.014,105.987,0.089,123.867,147.701,4.573,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV518",46,92,99.667,6.49,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184,74.737,107.34,8.095,74.737,107.21,0.098,126.585,147.212,1.82,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV519",54.5,109,118.083,6.97,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218,89.277,127.174,8.685,89.277,127.048,0.086,147.797,171.047,2.013,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV520",39.5,79,85.583,5.74,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158,62.182,92.407,7.061,62.182,92.269,0.115,109.285,128.379,2.489,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV521",56.5,113,122.417,7.18,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226,92.787,131.847,8.947,92.787,131.717,0.084,153.088,177.623,1.573,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV522",62.5,125,135.417,7.89,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250,101.363,147.002,9.716,101.363,146.868,0.077,170.056,195.883,3.242,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV523",50.5,101,109.417,6.65,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,82.882,117.9,8.27,82.882,117.766,0.093,137.617,156.966,4.814,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV524",50.5,101,109.417,6.9,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,83.982,118.637,8.445,83.982,118.506,0.089,138.713,158.282,25.492,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV525",57.5,115,124.583,7.25,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230,96.028,134.171,9.047,96.028,134.043,0.084,155.655,178.626,2.231,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV526",50,100,108.333,6.82,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,80.691,116.654,8.511,80.691,116.52,0.094,136.929,157.171,1.854,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV527",52,104,112.667,6.62,148.69,118.444,13,149.12,118.311,27.814,155.766,208,86.717,121.324,8.258,86.717,121.208,0.085,140.904,166.234,3.071,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV528",59,118,127.833,7.56,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236,97.015,137.664,9.44,97.015,137.531,0.087,160.082,184.154,1.71,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV529",46,92,99.667,6.17,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184,76.263,108.434,7.603,76.263,108.315,0.092,126.535,146.678,3.247,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV530",42,84,91,5.69,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168,68.867,98.007,7.09,68.867,97.889,0.098,114.888,131.237,5.357,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV531",43,86,93.167,5.87,122.95,97.944,10.75,123.31,97.834,23,128.806,172,70.325,101.002,7.235,70.325,100.889,0.088,118.165,135.709,3.969,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV532",52,104,112.667,6.77,148.69,118.444,13,149.12,118.311,27.814,155.766,208,85.769,121.35,8.431,85.769,121.22,0.093,141.402,161.338,7.79,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
"Set 1 SP_EV533",51.5,103,111.583,6.57,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,84.659,120.174,8.193,84.659,120.062,0.086,139.699,159.036,3.515,"Set 1 SP Completion Times - Triangular",2,2,"triangular",1000000,NA,NA,0.6,"Rand","Rand","Rand"
