"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Number.of.Paths","Average.Nodes.Path","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","source_file","SP","LA","AD","TF"
"Set 1 SP_EV521",56.5,113,122.417,7.18,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226,13,6.538,99.87,128.542,7.688,99.87,128.092,0.358,148.518,180.529,2.009,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV522",62.5,125,135.417,7.89,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250,38,10.763,112.502,143.072,8.435,112.502,142.589,0.355,164.972,202.677,3.874,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV523",50.5,101,109.417,6.65,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,70,10.571,89.745,114.949,7.113,89.745,114.504,0.391,133.629,164.116,5.778,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV524",50.5,101,109.417,6.9,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,342,15.219,87.925,115.449,7.322,87.925,114.979,0.402,134.675,166.641,29.246,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV525",57.5,115,124.583,7.25,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230,19,11.474,100.809,130.824,7.756,100.809,130.376,0.353,150.894,182.351,2.777,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV526",50,100,108.333,6.82,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,13,11,86.309,113.765,7.307,86.309,113.29,0.408,132.99,166.542,2.368,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV527",52,104,112.667,6.62,148.69,118.444,13,149.12,118.311,27.814,155.766,208,40,9.525,90.907,118.301,7.09,90.907,117.874,0.372,136.741,170.09,3.702,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV528",59,118,127.833,7.56,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236,13,8.538,105.47,134.243,8.088,105.47,133.768,0.37,155.317,183.001,2.212,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV529",46,92,99.667,6.17,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184,39,10.744,81.061,105.479,6.648,81.061,105.04,0.416,122.979,151.64,3.943,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV530",42,84,91,5.69,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168,70,12.643,72.873,95.564,6.087,72.873,95.156,0.423,111.688,135.97,6.574,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV531",43,86,93.167,5.87,122.95,97.944,10.75,123.31,97.834,23,128.806,172,47,12.255,76.542,98.313,6.298,76.542,97.889,0.418,114.905,146.843,4.801,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV532",52,104,112.667,6.77,148.69,118.444,13,149.12,118.311,27.814,155.766,208,105,13.438,89.682,118.338,7.24,89.682,117.877,0.391,137.339,168.606,9.245,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV533",51.5,103,111.583,6.57,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,46,10.065,89.755,117.169,7.029,89.755,116.748,0.368,135.44,167.889,4.377,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV534",47.5,95,102.917,6.38,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190,13,8,83.067,108.064,6.822,83.067,107.631,0.406,126.024,159.529,2.2,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV535",41,82,88.833,5.68,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164,22,10.591,70.984,93.514,6.068,70.984,93.102,0.427,109.533,135.681,2.893,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV536",43.5,87,94.25,5.65,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174,14,9.929,76.83,98.965,6.043,76.83,98.579,0.396,114.818,143.041,2.351,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV537",61.5,123,133.25,7.53,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246,49,11.653,110.745,139.935,8.054,110.745,139.476,0.352,160.807,189.774,4.748,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV538",45,90,97.5,5.86,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180,73,12.041,79.135,102.395,6.277,79.135,101.997,0.394,118.844,141.669,6.439,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV539",56,112,121.333,7.19,160.12,127.556,14,160.59,127.411,29.954,167.748,224,23,9.217,96.758,127.406,7.684,96.758,126.94,0.38,147.484,179.858,2.789,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV540",54,108,117,6.84,154.41,123,13.5,154.86,122.861,28.884,161.757,216,98,11.408,94.522,122.909,7.313,94.522,122.476,0.366,141.928,169.282,7.615,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV541",44.5,89,96.417,5.81,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,31,12.194,79.788,101.883,6.214,79.788,101.478,0.407,118.257,145.102,3.667,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV542",57,114,123.5,7.2,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228,13,11.923,100.286,129.694,7.709,100.286,129.247,0.36,149.681,187.209,2.451,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV543",53,106,114.833,6.75,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,13,5.769,92.931,120.587,7.232,92.931,120.152,0.369,139.397,167.087,2.005,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV544",51.5,103,111.583,6.89,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,64,12.281,91.618,117.494,7.327,91.618,117.03,0.392,136.64,167.836,5.816,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV545",55,110,119.167,6.96,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220,78,11.987,99.555,125.712,7.491,99.555,125.276,0.365,145.181,180.04,6.682,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV546",46.5,93,100.75,6.08,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,16,10.188,81.18,105.813,6.504,81.18,105.4,0.39,122.86,149.955,2.488,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV547",53,106,114.833,6.96,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,40,12.1,93.469,121.531,7.422,93.469,121.078,0.376,140.862,167.175,4.205,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV548",46.5,93,100.75,6.5,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,81,12.494,81.517,106.026,6.964,81.517,105.548,0.43,124.489,150.681,7.003,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV549",52,104,112.667,6.75,148.69,118.444,13,149.12,118.311,27.814,155.766,208,546,13.81,94.249,120.089,7.167,94.249,119.654,0.377,138.793,167.421,42.51,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV550",54.5,109,118.083,7.11,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218,80,12.05,97.197,124.731,7.594,97.197,124.276,0.376,144.562,187.165,6.75,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV551",46.5,93,100.75,6.16,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,62,12.274,82.087,105.934,6.585,82.087,105.512,0.395,123.197,151.127,5.672,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV552",55,110,119.167,7.09,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220,48,11.125,96.602,125.156,7.592,96.602,124.69,0.381,144.969,173.839,4.588,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV553",51,102,110.5,6.74,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204,18,12.556,88.672,116.033,7.205,88.672,115.567,0.401,134.957,166.963,2.773,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV554",48,96,104,6.32,137.25,109.333,12,137.65,109.21,25.675,143.784,192,13,7.308,83.771,109.213,6.769,83.771,108.792,0.388,126.897,154.827,2.147,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV555",53,106,114.833,6.81,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,35,11.914,93.512,120.583,7.299,93.512,120.139,0.373,139.59,171.108,3.868,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV556",55.5,111,120.25,6.98,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222,238,14.563,96.961,126.39,7.46,96.961,125.944,0.362,145.748,177.203,20.691,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV557",50,100,108.333,6.89,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,13,8.231,86.994,113.764,7.362,86.994,113.277,0.408,133.107,168.176,2.178,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV558",57,114,123.5,7.21,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228,20,9.55,100.832,129.679,7.707,100.832,129.225,0.36,149.7,182.449,2.62,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV559",50,100,108.333,6.95,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,12,9.083,85.558,113.782,7.42,85.558,113.278,0.42,133.331,164.149,2.185,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV560",59.5,119,128.917,7.64,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238,13,5.923,104.415,135.38,8.184,104.415,134.884,0.373,156.668,189.2,1.976,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV561",46,92,99.667,6.35,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184,49,11.184,81.706,104.659,6.798,81.706,104.182,0.434,122.638,152.361,4.748,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV562",39,78,84.5,5.5,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156,26,9.115,67.454,88.738,5.887,67.454,88.321,0.441,104.366,135.115,3.006,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV563",45,90,97.5,6.01,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180,194,16.227,81.887,104.706,6.335,81.887,104.288,0.407,121.372,155.159,17.649,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV564",45,90,97.5,5.98,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180,134,16.687,81.688,104.242,6.363,81.688,103.826,0.412,121.029,152.949,13.145,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV565",56.5,113,122.417,7.41,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226,16,9.562,99.015,128.545,7.939,99.015,128.059,0.378,149.263,180.715,2.523,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV566",54,108,117,7.18,154.41,123,13.5,154.86,122.861,28.884,161.757,216,59,12.136,95.421,122.857,7.674,95.421,122.373,0.391,142.941,174.508,5.507,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV567",54.5,109,118.083,7.28,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218,13,4.769,93.821,123.995,7.788,93.821,123.488,0.399,144.4,174.09,1.898,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV568",53,106,114.833,7.09,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,26,11.692,91.568,120.637,7.6,91.568,120.137,0.403,140.589,169.617,3.292,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV569",53.5,107,115.917,7.09,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214,13,9.923,94.085,121.786,7.587,94.085,121.307,0.388,141.602,169.201,2.297,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV570",49,98,106.167,6.6,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196,15,11.067,86.688,111.846,7.065,86.688,111.398,0.393,130.376,166.01,2.48,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV571",42.5,85,92.083,5.77,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170,13,6.231,73.718,96.696,6.173,73.718,96.277,0.421,113.031,139.759,2.04,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV572",60,120,130,7.73,171.56,136.667,15,172.07,136.512,32.094,179.729,240,14,7.143,105.422,136.528,8.259,105.422,136.029,0.367,158.061,203.639,2.152,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV573",55.5,111,120.25,7.44,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222,240,15.571,100.234,128.652,7.834,100.234,128.161,0.389,149.118,183.944,21.249,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV574",41.5,83,89.917,6.06,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,120,14.917,73.876,96.113,6.291,73.876,95.667,0.445,112.836,139.296,11.126,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV575",41.5,83,89.917,5.73,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,13,5.692,70.614,94.417,6.134,70.614,94.002,0.424,110.64,138.619,1.957,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV576",48.5,97,105.083,6.53,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194,13,7.538,84.111,110.356,6.991,84.111,109.903,0.406,128.743,156.305,2.155,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV577",51.5,103,111.583,6.99,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,990,17.582,91.954,119.06,7.451,91.954,118.582,0.397,138.611,169.398,91.413,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV578",42.5,85,92.083,5.9,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170,80,10.738,73.686,96.908,6.331,73.686,96.473,0.432,113.676,140.952,6.445,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV579",50.5,101,109.417,6.57,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,18,8.556,88.42,114.907,7.035,88.42,114.484,0.375,133.228,162.668,2.46,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV580",49,98,106.167,6.63,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196,234,14.795,85.043,112.358,7.073,85.043,111.9,0.405,130.918,166.077,19.968,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV581",52,104,112.667,7.12,148.69,118.444,13,149.12,118.311,27.814,155.766,208,168,16.274,92.128,120.008,7.544,92.128,119.51,0.415,139.871,170.07,15.664,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV582",50.5,101,109.417,6.64,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,50,13.12,90.559,115.629,7.159,90.559,115.176,0.396,134.353,171.266,5.201,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV583",52,104,112.667,7.12,148.69,118.444,13,149.12,118.311,27.814,155.766,208,43,11.279,90.121,118.452,7.6,90.121,117.955,0.402,138.416,167.628,4.241,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV584",55.5,111,120.25,7.22,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222,65,10.4,99.481,126.383,7.716,99.481,125.908,0.379,146.57,174.383,5.252,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV585",44.5,89,96.417,6.25,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,12,9,76.245,101.651,6.644,76.245,101.189,0.431,119.228,145.62,2.175,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV586",60.5,121,131.083,7.8,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242,900,18.867,107.598,138.742,8.331,107.598,138.25,0.364,160.406,191.663,86.633,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV587",43.5,87,94.25,5.96,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174,50,15.2,77.761,99.184,6.352,77.761,98.748,0.426,115.978,159.426,5.63,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV588",46.5,93,100.75,6.16,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,23,11.217,80.938,105.803,6.596,80.938,105.379,0.402,123.152,146.685,3.062,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV589",59.5,119,128.917,7.93,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238,97,15.907,106.572,136.721,8.441,106.572,136.197,0.384,158.781,189.883,9.493,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV590",50.5,101,109.417,6.56,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,21,9.095,90.226,116.212,7.115,90.226,115.771,0.384,134.804,164.298,2.706,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV591",44.5,89,96.417,6.03,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,13,7.385,77.984,101.25,6.441,77.984,100.81,0.421,118.277,146.221,2.147,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV592",45.5,91,98.583,6.46,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182,365,13.126,80.226,104.754,6.662,80.226,104.291,0.433,122.397,156.373,27.781,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV593",50,100,108.333,6.68,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,540,15.578,85.896,114.62,7.07,85.896,114.169,0.394,133.188,160.191,45.984,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV594",54,108,117,7.27,154.41,123,13.5,154.86,122.861,28.884,161.757,216,154,16.727,94.768,123.428,7.746,94.768,122.943,0.386,143.678,174.057,15.139,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV595",48,96,104,6.27,137.25,109.333,12,137.65,109.21,25.675,143.784,192,69,12.507,84.514,109.267,6.707,84.514,108.84,0.391,126.817,157.796,6.44,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV596",47.5,95,102.917,6.83,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190,298,14.275,83.553,110.064,7.192,83.553,109.58,0.418,129.037,154.127,23.948,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV597",59.5,119,128.917,7.58,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238,26,11.731,105.151,135.667,8.112,105.151,135.189,0.365,156.771,186.576,3.285,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV598",55.5,111,120.25,7.25,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222,142,13.099,98.031,126.703,7.755,98.031,126.232,0.382,146.905,185.966,11.851,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV599",46.5,93,100.75,6.6,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,20,10.5,80.552,105.881,7.052,80.552,105.38,0.436,124.605,151.049,2.755,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV600",47.5,95,102.917,6.32,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190,13,6.385,84.391,108.071,6.761,84.391,107.635,0.399,125.838,151.48,2.024,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.6,"Rand","Rand","Rand"
"Set 1 SP_EV601",53,106,114.833,6.86,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,16,12.062,94.787,120.585,7.338,94.787,120.115,0.394,139.779,167.854,2.632,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
"Set 1 SP_EV602",68.5,137,148.417,7.97,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274,10,7.2,121.508,155.845,8.521,121.508,155.377,0.333,177.749,208.995,1.995,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
"Set 1 SP_EV603",57.5,115,124.583,6.82,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230,144,19.014,103.662,131.697,7.281,103.662,131.289,0.342,150.486,179.921,15.228,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
"Set 1 SP_EV604",65,130,140.833,7.79,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260,120,18.133,116.424,147.981,8.325,116.424,147.514,0.346,169.489,201.838,12.478,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
"Set 1 SP_EV605",52.5,105,113.75,6.55,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210,47,13.936,94.751,119.467,6.997,94.751,119.046,0.375,137.759,164.651,5.086,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
"Set 1 SP_EV606",63.5,127,137.583,7.69,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254,16,11.562,113.309,144.491,8.223,113.309,144.015,0.353,165.804,195.594,2.581,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
"Set 1 SP_EV607",54.5,109,118.083,6.74,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218,12,10.333,98.637,123.999,7.209,98.637,123.561,0.378,142.811,184.39,2.234,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
"Set 1 SP_EV608",53.5,107,115.917,6.69,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214,16,13.562,94.924,121.725,7.165,94.924,121.29,0.378,140.435,170.22,2.711,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.7,"Rand","Rand","Rand"
