Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds)
Set 1 SP_EV734,65.5,131,141.917,7.45,187.29,149.194,16.375,187.84,149.026,35.035,262.0,262.0,113.657,152.839,9.293,113.657,152.707,0.082,174.918,200.056,2.254
Set 1 SP_EV735,79.5,159,172.25,8.75,227.32,181.083,19.875,227.99,180.879,42.524,318.0,318.0,130.691,185.481,10.919,130.691,185.347,0.068,211.267,235.546,2.234
Set 1 SP_EV736,66.5,133,144.083,7.15,190.15,151.472,16.625,190.71,151.301,35.57,266.0,266.0,116.642,156.119,8.892,116.642,156.014,0.069,177.176,199.84,2.488
Set 1 SP_EV737,56.5,113,122.417,6.59,161.55,128.694,14.125,162.03,128.549,30.221,226.0,226.0,94.51,131.833,8.22,94.51,131.723,0.08,151.309,172.207,2.364
Set 1 SP_EV738,67.0,134,145.167,7.78,191.58,152.611,16.75,192.14,152.439,35.838,268.0,268.0,115.146,156.347,9.705,115.146,156.233,0.077,179.393,200.823,2.876
Set 1 SP_EV739,65.0,130,140.833,7.45,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,108.969,151.659,9.309,108.969,151.533,0.081,173.759,198.246,2.057
Set 1 SP_EV740,65.5,131,141.917,7.5,187.29,149.194,16.375,187.84,149.026,35.035,262.0,262.0,113.667,152.819,9.352,113.667,152.708,0.077,175.071,199.528,2.822
Set 1 SP_EV741,63.5,127,137.583,7.34,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,109.959,148.184,9.157,109.959,148.059,0.079,169.892,191.709,1.721
Set 1 SP_EV742,72.0,144,156.0,8.14,205.87,164.0,18.0,206.48,163.815,38.512,288.0,288.0,126.35,168.005,10.154,126.35,167.874,0.076,192.061,218.148,2.059
Set 1 SP_EV743,65.0,130,140.833,7.62,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,109.915,151.669,9.495,109.915,151.54,0.076,174.171,198.865,2.888
Set 1 SP_EV744,55.0,110,119.167,6.65,157.27,125.278,13.75,157.73,125.136,29.419,220.0,220.0,91.818,128.323,8.295,91.818,128.2,0.085,148.047,167.965,1.717
Set 1 SP_EV745,56.0,112,121.333,6.94,160.12,127.556,14.0,160.59,127.411,29.954,224.0,224.0,94.591,130.908,8.602,94.591,130.77,0.09,151.348,172.655,3.47
Set 1 SP_EV746,59.0,118,127.833,6.83,168.7,134.389,14.75,169.2,134.237,31.559,236.0,236.0,97.251,137.678,8.513,97.251,137.555,0.081,157.888,176.837,1.651
Set 1 SP_EV747,64.0,128,138.667,7.36,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,110.379,150.272,9.093,110.379,150.146,0.083,171.841,198.484,4.701
Set 1 SP_EV748,61.0,122,132.167,7.11,174.42,138.944,15.25,174.93,138.787,32.628,244.0,244.0,102.483,142.335,8.862,102.483,142.216,0.079,163.361,184.013,2.05
Set 1 SP_EV749,63.0,126,136.5,7.52,180.14,143.5,15.75,180.67,143.338,33.698,252.0,252.0,107.066,146.984,9.379,107.066,146.843,0.083,169.277,193.849,4.19
Set 1 SP_EV750,57.5,115,124.583,6.73,164.41,130.972,14.375,164.9,130.824,30.756,230.0,230.0,98.024,134.179,8.389,98.024,134.056,0.084,154.066,176.808,1.668
Set 1 SP_EV751,59.5,119,128.917,6.98,170.13,135.528,14.875,170.63,135.375,31.826,238.0,238.0,103.278,139.666,8.543,103.278,139.555,0.078,159.95,183.103,3.383
Set 1 SP_EV752,68.5,137,148.417,7.9,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,118.158,159.828,9.849,118.158,159.7,0.076,183.209,207.938,1.713
Set 1 SP_EV753,65.0,130,140.833,7.62,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,112.024,152.66,9.382,112.024,152.532,0.079,174.908,201.47,6.475
Set 1 SP_EV754,66.5,133,144.083,7.7,190.15,151.472,16.625,190.71,151.301,35.57,266.0,266.0,110.597,155.168,9.604,110.597,155.046,0.078,177.931,202.362,1.732
Set 1 SP_EV755,53.5,107,115.917,6.37,152.98,121.861,13.375,153.43,121.723,28.617,214.0,214.0,90.173,124.824,7.945,90.173,124.707,0.086,143.716,163.378,2.271
Set 1 SP_EV756,66.0,132,143.0,7.56,188.72,150.333,16.5,189.27,150.163,35.303,264.0,264.0,112.729,153.988,9.422,112.729,153.865,0.077,176.335,199.225,2.416
Set 1 SP_EV757,65.5,131,141.917,7.68,187.29,149.194,16.375,187.84,149.026,35.035,262.0,262.0,111.596,152.881,9.567,111.596,152.748,0.08,175.629,198.804,1.795
Set 1 SP_EV758,64.5,129,139.75,7.61,184.43,146.917,16.125,184.97,146.751,34.501,258.0,258.0,106.841,150.831,9.446,106.841,150.709,0.077,173.219,198.04,1.737
Set 1 SP_EV759,61.5,123,133.25,6.88,175.85,140.083,15.375,176.37,139.925,32.896,246.0,246.0,105.782,144.08,8.444,105.782,143.973,0.079,164.127,188.962,2.97
Set 1 SP_EV760,59.0,118,127.833,6.7,168.7,134.389,14.75,169.2,134.237,31.559,236.0,236.0,101.806,137.698,8.341,101.806,137.581,0.083,157.527,182.907,3.011
Set 1 SP_EV761,75.5,151,163.583,8.39,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,127.889,176.894,10.436,127.889,176.764,0.075,201.651,226.343,1.758
Set 1 SP_EV762,72.0,144,156.0,8.12,205.87,164.0,18.0,206.48,163.815,38.512,288.0,288.0,124.712,168.003,10.114,124.712,167.852,0.079,191.994,216.008,1.793
Set 1 SP_EV763,62.0,124,134.333,7.2,177.28,141.222,15.5,177.8,141.063,33.163,248.0,248.0,106.885,144.677,8.976,106.885,144.565,0.08,165.994,187.049,1.528
Set 1 SP_EV764,57.0,114,123.5,6.64,162.98,129.833,14.25,163.46,129.687,30.489,228.0,228.0,96.701,133.017,8.272,96.701,132.901,0.081,152.627,171.884,2.111
Set 1 SP_EV765,68.0,136,147.333,7.58,194.44,154.889,17.0,195.01,154.714,36.373,272.0,272.0,117.101,158.667,9.456,117.101,158.541,0.074,181.071,203.889,2.143
Set 1 SP_EV766,70.0,140,151.667,7.8,200.16,159.444,17.5,200.74,159.264,37.442,280.0,280.0,122.453,163.93,9.561,122.453,163.789,0.085,186.675,211.87,7.924
Set 1 SP_EV767,64.5,129,139.75,7.34,184.43,146.917,16.125,184.97,146.751,34.501,258.0,258.0,111.399,150.5,9.157,111.399,150.377,0.08,172.273,200.807,1.496
Set 1 SP_EV768,71.0,142,153.833,8.15,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,125.648,166.453,9.998,125.648,166.318,0.079,190.174,217.132,4.833
Set 1 SP_EV769,70.0,140,151.667,8.14,200.16,159.444,17.5,200.74,159.264,37.442,280.0,280.0,118.363,163.332,10.165,118.363,163.192,0.082,187.487,213.703,2.032
Set 1 SP_EV770,61.5,123,133.25,7.14,175.85,140.083,15.375,176.37,139.925,32.896,246.0,246.0,107.101,143.505,8.893,107.101,143.389,0.08,164.613,184.755,1.595
Set 1 SP_EV771,52.5,105,113.75,6.11,150.12,119.583,13.125,150.56,119.448,28.082,210.0,210.0,89.403,122.557,7.587,89.403,122.438,0.09,140.626,159.655,2.122
Set 1 SP_EV772,75.5,151,163.583,8.42,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,131.285,176.161,10.502,131.285,176.032,0.073,201.065,225.595,1.406
Set 1 SP_EV773,75.5,151,163.583,8.5,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,129.188,177.28,10.444,129.188,177.135,0.079,202.112,230.077,7.614
Set 1 SP_EV774,63.5,127,137.583,7.38,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,109.503,148.158,9.199,109.503,148.035,0.081,170.017,192.335,1.79
Set 1 SP_EV775,63.5,127,137.583,7.45,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,106.991,148.457,9.264,106.991,148.325,0.084,170.459,195.938,7.496
Set 1 SP_EV776,63.0,126,136.5,7.37,180.14,143.5,15.75,180.67,143.338,33.698,252.0,252.0,104.179,147.014,9.196,104.179,146.892,0.085,168.836,195.576,2.911
Set 1 SP_EV777,56.5,113,122.417,6.74,161.55,128.694,14.125,162.03,128.549,30.221,226.0,226.0,92.717,131.833,8.392,92.717,131.711,0.081,151.766,170.785,1.502
Set 1 SP_EV778,80.5,161,174.417,8.63,230.18,183.361,20.125,230.86,183.154,43.059,322.0,322.0,137.869,187.818,10.748,137.869,187.687,0.069,213.307,242.687,1.471
Set 1 SP_EV779,56.0,112,121.333,6.64,160.12,127.556,14.0,160.59,127.411,29.954,224.0,224.0,97.233,131.535,8.234,97.233,131.413,0.084,151.07,168.942,3.863
Set 1 SP_EV780,56.0,112,121.333,6.46,160.12,127.556,14.0,160.59,127.411,29.954,224.0,224.0,96.164,130.676,8.062,96.164,130.56,0.081,149.79,170.85,1.493
Set 1 SP_EV781,67.0,134,145.167,7.49,191.58,152.611,16.75,192.14,152.439,35.838,268.0,268.0,111.152,156.331,9.344,111.152,156.202,0.077,178.516,202.357,1.649
Set 1 SP_EV782,76.5,153,165.75,8.33,218.74,174.25,19.125,219.38,174.053,40.919,306.0,306.0,132.993,178.502,10.379,132.993,178.376,0.071,203.075,232.081,1.693
Set 1 SP_EV783,63.0,126,136.5,7.15,180.14,143.5,15.75,180.67,143.338,33.698,252.0,252.0,108.564,146.989,8.923,108.564,146.878,0.075,168.14,191.936,1.746
Set 1 SP_EV784,57.0,114,123.5,6.51,162.98,129.833,14.25,163.46,129.687,30.489,228.0,228.0,99.643,133.159,8.085,99.643,133.049,0.077,152.337,170.934,3.962
Set 1 SP_EV785,61.5,123,133.25,7.14,175.85,140.083,15.375,176.37,139.925,32.896,246.0,246.0,101.582,143.566,8.864,101.582,143.433,0.08,164.548,184.31,1.914
Set 1 SP_EV786,72.5,145,157.083,8.32,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,120.401,169.153,10.367,120.401,169.012,0.077,193.753,219.768,1.716
Set 1 SP_EV787,57.5,115,124.583,6.68,164.41,130.972,14.375,164.9,130.824,30.756,230.0,230.0,96.114,134.161,8.326,96.114,134.032,0.086,153.94,172.512,1.69
Set 1 SP_EV788,65.5,131,141.917,7.45,187.29,149.194,16.375,187.84,149.026,35.035,262.0,262.0,112.167,152.94,9.27,112.167,152.821,0.075,174.938,201.01,1.683
Set 1 SP_EV789,61.0,122,132.167,7.01,174.42,138.944,15.25,174.93,138.787,32.628,244.0,244.0,104.538,142.328,8.736,104.538,142.216,0.078,163.055,187.855,1.716
Set 1 SP_EV790,67.5,135,146.25,7.73,193.01,153.75,16.875,193.57,153.576,36.105,270.0,270.0,112.851,157.495,9.636,112.851,157.38,0.076,180.334,207.329,1.459
Set 1 SP_EV791,67.0,134,145.167,7.98,191.58,152.611,16.75,192.14,152.439,35.838,268.0,268.0,112.137,156.33,9.972,112.137,156.204,0.081,179.983,208.256,3.916
Set 1 SP_EV792,65.0,130,140.833,7.69,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,112.635,151.664,9.577,112.635,151.531,0.081,174.36,196.127,1.521
Set 1 SP_EV793,72.5,145,157.083,8.37,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,122.627,169.174,10.449,122.627,169.049,0.076,193.968,219.277,1.552
Set 1 SP_EV794,62.0,124,134.333,7.3,177.28,141.222,15.5,177.8,141.063,33.163,248.0,248.0,103.886,145.472,8.977,103.886,145.335,0.085,166.819,191.561,6.54
Set 1 SP_EV795,60.0,120,130.0,7.34,171.56,136.667,15.0,172.07,136.512,32.094,240.0,240.0,103.989,142.517,8.836,103.989,142.375,0.089,163.544,184.504,4.663
Set 1 SP_EV796,63.5,127,137.583,7.24,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,109.166,148.175,9.026,109.166,148.045,0.086,169.693,191.71,1.634
Set 1 SP_EV797,76.0,152,164.667,8.61,217.31,173.111,19.0,217.95,172.916,40.652,304.0,304.0,132.599,177.347,10.753,132.599,177.193,0.078,202.879,228.275,1.633
Set 1 SP_EV798,58.0,116,125.667,6.73,165.84,132.111,14.5,166.33,131.962,31.024,232.0,232.0,100.344,135.342,8.38,100.344,135.228,0.077,155.169,173.672,2.08
Set 1 SP_EV799,75.0,150,162.5,8.19,214.45,170.833,18.75,215.08,170.64,40.117,300.0,300.0,130.938,175.272,10.179,130.938,175.151,0.074,199.495,226.032,3.036
Set 1 SP_EV800,56.0,112,121.333,6.73,160.12,127.556,14.0,160.59,127.411,29.954,224.0,224.0,97.104,130.661,8.391,97.104,130.548,0.084,150.605,175.946,1.443
Set 1 SP_EV801,63.0,126,136.5,7.19,180.14,143.5,15.75,180.67,143.338,33.698,252.0,252.0,107.586,147.003,8.972,107.586,146.867,0.085,168.333,192.876,1.613
Set 1 SP_EV802,69.0,138,149.5,7.87,197.3,157.167,17.25,197.88,156.989,36.908,276.0,276.0,114.81,161.129,9.779,114.81,160.983,0.084,184.321,205.864,1.78
Set 1 SP_EV803,82.0,164,177.667,8.83,234.47,186.778,20.5,235.16,186.567,43.861,328.0,328.0,144.072,191.488,10.996,144.072,191.351,0.072,217.509,248.059,2.171
Set 1 SP_EV804,68.5,137,148.417,7.48,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,118.631,159.827,9.324,118.631,159.704,0.071,181.874,206.485,1.523
Set 1 SP_EV805,78.0,156,169.0,8.34,223.03,177.667,19.5,223.69,177.466,41.722,312.0,312.0,136.739,181.996,10.395,136.739,181.888,0.07,206.609,232.531,1.545
Set 1 SP_EV806,81.5,163,176.583,8.75,233.04,185.639,20.375,233.72,185.429,43.594,326.0,326.0,143.414,190.174,10.925,143.414,190.04,0.07,216.032,242.912,1.547
Set 1 SP_EV807,77.0,154,166.833,8.25,220.17,175.389,19.25,220.82,175.191,41.187,308.0,308.0,135.5,179.654,10.294,135.5,179.531,0.072,204.037,239.371,1.396
Set 1 SP_EV808,80.5,161,174.417,8.63,230.18,183.361,20.125,230.86,183.154,43.059,322.0,322.0,140.342,187.833,10.763,140.342,187.7,0.073,213.358,238.895,1.659
Set 1 SP_EV809,92.5,185,200.417,9.36,264.49,210.694,23.125,265.27,210.456,49.478,370.0,370.0,160.282,215.827,11.684,160.282,215.675,0.067,243.495,276.052,1.781
Set 1 SP_EV810,75.0,150,162.5,7.91,214.45,170.833,18.75,215.08,170.64,40.117,300.0,300.0,130.838,175.42,9.818,130.838,175.311,0.071,198.685,220.238,1.642
Set 1 SP_EV811,85.5,171,185.25,8.86,244.48,194.75,21.375,245.19,194.53,45.733,342.0,342.0,149.28,199.497,11.058,149.28,199.369,0.07,225.712,254.492,1.551
Set 1 SP_EV812,64.5,129,139.75,7.09,184.43,146.917,16.125,184.97,146.751,34.501,258.0,258.0,111.143,150.52,8.834,111.143,150.401,0.076,171.463,191.95,2.109
Set 1 SP_EV813,73.0,146,158.167,8.16,208.73,166.278,18.25,209.35,166.09,39.047,292.0,292.0,125.305,170.332,10.186,125.305,170.209,0.074,194.493,223.495,1.794
Set 1 SP_EV814,70.0,140,151.667,7.56,200.16,159.444,17.5,200.74,159.264,37.442,280.0,280.0,120.435,163.334,9.421,120.435,163.222,0.077,185.692,210.639,1.512
Set 1 SP_EV815,82.0,164,177.667,8.73,234.47,186.778,20.5,235.16,186.567,43.861,328.0,328.0,143.654,191.336,10.883,143.654,191.196,0.07,217.088,246.596,1.407
Set 1 SP_EV816,69.5,139,150.583,7.55,198.73,158.306,17.375,199.31,158.127,37.175,278.0,278.0,121.427,162.175,9.41,121.427,162.041,0.081,184.498,207.085,1.403
Set 1 SP_EV817,77.5,155,167.917,8.37,221.6,176.528,19.375,222.25,176.328,41.454,310.0,310.0,134.742,180.843,10.445,134.742,180.708,0.071,205.56,231.208,1.5
Set 1 SP_EV818,82.5,165,178.75,8.88,235.9,187.917,20.625,236.59,187.704,44.129,330.0,330.0,144.117,192.481,11.076,144.117,192.325,0.077,218.746,245.201,1.526
Set 1 SP_EV819,76.5,153,165.75,8.42,218.74,174.25,19.125,219.38,174.053,40.919,306.0,306.0,131.562,178.504,10.506,131.562,178.373,0.073,203.384,229.751,1.752
Set 1 SP_EV820,71.0,142,153.833,7.77,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,122.143,166.961,9.686,122.143,166.829,0.078,189.92,222.344,1.902
Set 1 SP_EV821,68.5,137,148.417,7.34,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,121.129,160.019,9.136,121.129,159.897,0.078,181.669,211.25,1.767
Set 1 SP_EV822,76.0,152,164.667,8.45,217.31,173.111,19.0,217.95,172.916,40.652,304.0,304.0,131.313,177.608,10.504,131.313,177.463,0.075,202.487,228.889,2.097
Set 1 SP_EV823,82.0,164,177.667,8.58,234.47,186.778,20.5,235.16,186.567,43.861,328.0,328.0,138.863,191.339,10.714,138.863,191.229,0.067,216.679,243.159,1.499
Set 1 SP_EV824,75.5,151,163.583,8.27,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,131.119,176.186,10.31,131.119,176.033,0.078,200.651,224.206,1.744
Set 1 SP_EV825,71.0,142,153.833,8.1,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,123.966,166.011,10.047,123.966,165.88,0.08,189.854,218.051,2.096
Set 1 SP_EV826,77.5,155,167.917,8.38,221.6,176.528,19.375,222.25,176.328,41.454,310.0,310.0,133.986,180.835,10.446,133.986,180.707,0.072,205.567,231.131,1.445
Set 1 SP_EV827,75.0,150,162.5,8.08,214.45,170.833,18.75,215.08,170.64,40.117,300.0,300.0,127.757,175.015,10.075,127.757,174.883,0.072,198.898,222.141,1.532
Set 1 SP_EV828,68.0,136,147.333,7.5,194.44,154.889,17.0,195.01,154.714,36.373,272.0,272.0,117.362,158.666,9.349,117.362,158.538,0.075,180.811,203.499,1.631
Set 1 SP_EV829,63.5,127,137.583,7.29,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,108.326,148.158,9.087,108.326,148.038,0.083,169.717,191.348,1.817
Set 1 SP_EV830,65.5,131,141.917,7.29,187.29,149.194,16.375,187.84,149.026,35.035,262.0,262.0,116.649,154.083,9.008,116.649,153.953,0.08,175.478,193.953,2.148
Set 1 SP_EV831,68.5,137,148.417,7.74,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,119.683,160.018,9.622,119.683,159.89,0.082,182.855,204.921,1.863
Set 1 SP_EV832,65.0,130,140.833,7.12,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,114.42,151.693,8.871,114.42,151.572,0.081,172.763,192.498,1.695
Set 1 SP_EV833,60.0,120,130.0,6.58,171.56,136.667,15.0,172.07,136.512,32.094,240.0,240.0,104.441,140.068,8.186,104.441,139.958,0.078,159.507,179.541,2.115
Set 1 SP_EV834,76.0,152,164.667,8.18,217.31,173.111,19.0,217.95,172.916,40.652,304.0,304.0,134.143,177.317,10.2,134.143,177.181,0.077,201.502,230.684,1.526
Set 1 SP_EV835,64.0,128,138.667,7.42,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,110.362,149.342,9.266,110.362,149.215,0.085,171.394,197.802,1.74
Set 1 SP_EV836,80.5,161,174.417,8.42,230.18,183.361,20.125,230.86,183.154,43.059,322.0,322.0,138.485,187.888,10.503,138.485,187.757,0.074,212.785,240.667,1.661
Set 1 SP_EV837,67.0,134,145.167,7.34,191.58,152.611,16.75,192.14,152.439,35.838,268.0,268.0,116.067,156.331,9.157,116.067,156.217,0.073,178.044,200.684,1.74
Set 1 SP_EV838,77.0,154,166.833,8.22,220.17,175.389,19.25,220.82,175.191,41.187,308.0,308.0,135.264,179.667,10.239,135.264,179.548,0.074,203.943,225.805,1.435
Set 1 SP_EV839,70.0,140,151.667,7.57,200.16,159.444,17.5,200.74,159.264,37.442,280.0,280.0,121.755,163.343,9.431,121.755,163.221,0.079,185.69,207.889,2.11
Set 1 SP_EV840,73.5,147,159.25,7.84,210.16,167.417,18.375,210.78,167.227,39.315,294.0,294.0,130.866,171.511,9.769,130.866,171.39,0.07,194.683,216.374,1.642
Set 1 SP_EV841,83.5,167,180.917,8.73,238.76,190.194,20.875,239.46,189.98,44.663,334.0,334.0,145.43,194.841,10.877,145.43,194.711,0.066,220.615,247.422,1.605
Set 1 SP_EV842,85.0,170,184.167,8.85,243.05,193.611,21.25,243.76,193.392,45.466,340.0,340.0,150.269,198.345,11.044,150.269,198.222,0.068,224.534,252.087,1.643
Set 1 SP_EV843,76.0,152,164.667,7.96,217.31,173.111,19.0,217.95,172.916,40.652,304.0,304.0,130.447,177.325,9.937,130.447,177.203,0.071,200.836,227.308,1.502
Set 1 SP_EV844,80.0,160,173.333,8.49,228.75,182.222,20.0,229.42,182.016,42.791,320.0,320.0,142.442,188.536,10.438,142.442,188.403,0.072,213.293,243.544,2.178
Set 1 SP_EV845,73.5,147,159.25,7.95,210.16,167.417,18.375,210.78,167.227,39.315,294.0,294.0,127.507,171.488,9.91,127.507,171.365,0.073,194.981,221.639,1.483
Set 1 SP_EV846,89.5,179,193.917,9.76,255.91,203.861,22.375,256.67,203.631,47.873,358.0,358.0,151.6,208.856,12.17,151.6,208.717,0.072,237.697,269.573,1.512
Set 1 SP_EV847,67.5,135,146.25,7.63,193.01,153.75,16.875,193.57,153.576,36.105,270.0,270.0,118.305,157.512,9.511,118.305,157.388,0.079,180.087,205.687,1.582
Set 1 SP_EV848,72.5,145,157.083,7.89,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,128.167,169.162,9.831,128.167,169.034,0.076,192.434,216.454,1.431
Set 1 SP_EV849,57.5,115,124.583,6.33,164.41,130.972,14.375,164.9,130.824,30.756,230.0,230.0,98.4,134.167,7.903,98.4,134.056,0.076,152.908,172.209,1.55
Set 1 SP_EV850,75.5,151,163.583,8.0,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,133.171,176.169,9.978,133.171,176.046,0.073,199.793,222.923,1.485
Set 1 SP_EV851,72.5,145,157.083,7.89,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,128.198,169.54,9.77,128.198,169.405,0.076,192.727,215.266,1.733
Set 1 SP_EV852,72.0,144,156.0,7.87,205.87,164.0,18.0,206.48,163.815,38.512,288.0,288.0,126.452,168.624,9.634,126.452,168.491,0.078,191.503,215.638,1.791
Set 1 SP_EV853,74.0,148,160.333,8.09,211.59,168.556,18.5,212.21,168.365,39.582,296.0,296.0,128.092,172.663,10.084,128.092,172.533,0.075,196.577,225.81,1.762
Set 1 SP_EV854,72.5,145,157.083,7.77,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,123.849,169.155,9.695,123.849,169.027,0.073,192.114,215.278,1.763
Set 1 SP_EV855,75.5,151,163.583,8.04,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,127.7,176.158,10.029,127.7,176.036,0.074,199.974,227.372,1.685
Set 1 SP_EV856,71.5,143,154.917,7.71,204.44,162.861,17.875,205.05,162.677,38.245,286.0,286.0,124.332,166.832,9.609,124.332,166.717,0.071,189.572,212.382,1.749
Set 1 SP_EV857,69.0,138,149.5,7.49,197.3,157.167,17.25,197.88,156.989,36.908,276.0,276.0,119.504,161.002,9.348,119.504,160.885,0.074,183.174,206.507,1.628
Set 1 SP_EV858,81.5,163,176.583,8.67,233.04,185.639,20.375,233.72,185.429,43.594,326.0,326.0,142.831,190.163,10.816,142.831,190.014,0.076,215.855,241.688,2.1
Set 1 SP_EV859,85.0,170,184.167,8.9,243.05,193.611,21.25,243.76,193.392,45.466,340.0,340.0,145.272,198.347,11.113,145.272,198.207,0.069,224.667,251.881,1.984
Set 1 SP_EV860,68.5,137,148.417,7.79,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,117.454,159.808,9.703,117.454,159.679,0.078,182.797,207.526,1.691
Set 1 SP_EV861,77.0,154,166.833,8.41,220.17,175.389,19.25,220.82,175.191,41.187,308.0,308.0,134.359,179.661,10.477,134.359,179.532,0.07,204.45,231.207,1.869
Set 1 SP_EV862,69.5,139,150.583,7.45,198.73,158.306,17.375,199.31,158.127,37.175,278.0,278.0,119.106,162.171,9.294,119.106,162.057,0.074,184.213,203.997,1.446
Set 1 SP_EV863,87.0,174,188.5,9.08,248.76,198.167,21.75,249.5,197.943,46.536,348.0,348.0,150.31,203.053,11.303,150.31,202.912,0.071,229.905,255.472,1.939
Set 1 SP_EV864,73.0,146,158.167,7.71,208.73,166.278,18.25,209.35,166.09,39.047,292.0,292.0,127.791,170.327,9.627,127.791,170.203,0.071,193.089,216.246,1.477
Set 1 SP_EV865,75.5,151,163.583,8.02,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,131.097,176.151,10.004,131.097,176.034,0.071,199.885,225.517,1.481
Set 1 SP_EV866,62.5,125,135.417,6.88,178.71,142.361,15.625,179.24,142.2,33.431,250.0,250.0,110.088,146.06,8.535,110.088,145.935,0.082,166.296,189.929,1.636
Set 1 SP_EV867,59.0,118,127.833,6.9,168.7,134.389,14.75,169.2,134.237,31.559,236.0,236.0,97.008,137.655,8.608,97.008,137.529,0.084,158.09,183.969,1.501
Set 1 SP_EV868,81.5,163,176.583,8.47,233.04,185.639,20.375,233.72,185.429,43.594,326.0,326.0,144.195,190.176,10.564,144.195,190.055,0.073,215.203,240.777,1.579
Set 1 SP_EV869,72.5,145,157.083,7.98,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,126.693,169.154,9.952,126.693,169.027,0.077,192.744,216.909,1.513
Set 1 SP_EV870,58.5,117,126.75,6.51,167.27,133.25,14.625,167.76,133.099,31.291,234.0,234.0,103.113,136.491,8.119,103.113,136.39,0.076,155.719,178.856,1.717
Set 1 SP_EV871,70.5,141,152.75,7.92,201.59,160.583,17.625,202.18,160.402,37.71,282.0,282.0,121.861,164.506,9.882,121.861,164.379,0.08,187.942,212.032,1.525
Set 1 SP_EV872,61.0,122,132.167,6.91,174.42,138.944,15.25,174.93,138.787,32.628,244.0,244.0,103.709,142.334,8.608,103.709,142.206,0.087,162.768,183.692,1.654
Set 1 SP_EV873,89.5,179,193.917,9.45,255.91,203.861,22.375,256.67,203.631,47.873,358.0,358.0,158.547,208.826,11.797,158.547,208.686,0.068,236.75,265.529,1.767
Set 1 SP_EV874,64.0,128,138.667,7.22,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,110.038,149.345,9.012,110.038,149.219,0.079,170.72,192.056,1.572
Set 1 SP_EV875,69.5,139,150.583,7.83,198.73,158.306,17.375,199.31,158.127,37.175,278.0,278.0,120.766,162.654,9.742,120.766,162.524,0.076,185.691,209.217,1.729
Set 1 SP_EV876,87.0,174,188.5,8.96,248.76,198.167,21.75,249.5,197.943,46.536,348.0,348.0,147.402,203.013,11.182,147.402,202.877,0.069,229.502,255.671,1.68
Set 1 SP_EV877,72.0,144,156.0,8.18,205.87,164.0,18.0,206.48,163.815,38.512,288.0,288.0,122.873,167.99,10.196,122.873,167.858,0.078,192.186,217.022,1.759
Set 1 SP_EV878,74.0,148,160.333,8.07,211.59,168.556,18.5,212.21,168.365,39.582,296.0,296.0,129.493,172.674,10.062,129.493,172.539,0.076,196.561,220.735,1.898
Set 1 SP_EV879,64.0,128,138.667,7.37,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,110.171,149.336,9.201,110.171,149.214,0.081,171.216,195.996,1.772
Set 1 SP_EV880,63.0,126,136.5,6.81,180.14,143.5,15.75,180.67,143.338,33.698,252.0,252.0,112.442,147.007,8.49,112.442,146.895,0.081,167.172,188.651,1.531
